nombre_area,estado,poblacion,lat,lon,tipo_zona,consumo_anual_m3
San Cristóbal Suchixtlahuaca,Oaxaca,1121,17.68,-97.58,Agrícola,784700
San Dionisio del Mar,Oaxaca,5472,16.33,-94.75,Agrícola,3830400
San Dionisio Ocotepec,Oaxaca,11084,16.8,-96.4,Agrícola,7758800
San Dionisio Ocotlán,Oaxaca,3363,16.78,-96.63,Agrícola,2354100
San Esteban Atatlahuca,Oaxaca,3993,17.1,-97.68,Agrícola,2795100
San Felipe Jalapa de Díaz,Oaxaca,28267,18.05,-96.53,Agrícola,19786900
San Felipe Tejalápam,Oaxaca,5472,17.17,-96.87,Agrícola,3830400
San Felipe Usila,Oaxaca,12239,17.9,-96.52,Agrícola,8567300
San Francisco Cahuacuá,Oaxaca,594,16.88,-97.28,Agrícola,415800
San Francisco Cajonos,Oaxaca,437,17.3,-96.3,Agrícola,305900
San Francisco Chapulapa,Oaxaca,1455,17.92,-96.78,Agrícola,1018500
San Francisco Chindúa,Oaxaca,1894,17.35,-97.43,Agrícola,1325800
San Francisco del Mar,Oaxaca,7683,16.23,-94.63,Agrícola,5378100
San Francisco Huehuetlán,Oaxaca,1121,18.08,-96.95,Agrícola,784700
San Francisco Ixhuatán,Oaxaca,8900,16.32,-94.48,Agrícola,6230000
San Francisco Jaltepetongo,Oaxaca,1121,17.45,-97.35,Agrícola,784700
San Francisco Lachigoló,Oaxaca,4820,16.97,-96.6,Agrícola,3374000
San Francisco Logueche,Oaxaca,2620,16.27,-96.57,Agrícola,1834000
San Francisco Nuxaño,Oaxaca,1121,17.38,-97.4,Agrícola,784700
San Francisco Ozolotepec,Oaxaca,1121,16.13,-96.25,Agrícola,784700
San Francisco Sola,Oaxaca,2240,16.38,-96.88,Agrícola,1568000
San Francisco Telixtlahuaca,Oaxaca,12822,17.27,-96.9,Mixta,10257600
San Francisco Teopan,Oaxaca,594,17.65,-98.2,Agrícola,415800
San Francisco Tlapancingo,Oaxaca,1121,17.2,-98.07,Agrícola,784700
San Gabriel Mixtepec,Oaxaca,5215,16.08,-97.08,Agrícola,3650500
San Ildefonso Amatlán,Oaxaca,1121,16.37,-96.48,Agrícola,784700
San Ildefonso Sola,Oaxaca,1121,16.42,-96.87,Agrícola,784700
San Ildefonso Villa Alta,Oaxaca,3363,17.35,-96.15,Agrícola,2354100
San Jacinto Amilpas,Oaxaca,16814,17.1,-96.75,Mixta,13451200
San Jacinto Tlacotepec,Oaxaca,1121,16.32,-97.18,Agrícola,784700
San Jerónimo Coatlán,Oaxaca,3363,16.42,-96.95,Agrícola,2354100
San Jerónimo Silacayoapilla,Oaxaca,1121,17.82,-97.83,Agrícola,784700
San Jerónimo Sosola,Oaxaca,3363,17.28,-96.97,Agrícola,2354100
San Jerónimo Taviche,Oaxaca,1121,16.7,-96.6,Agrícola,784700
San Jerónimo Tecoátl,Oaxaca,1455,18.15,-97.02,Agrícola,1018500
San Jorge Nuchita,Oaxaca,3363,17.67,-98.1,Agrícola,2354100
San José Ayuquila,Oaxaca,4490,17.95,-97.93,Agrícola,3143000
San José Chiltepec,Oaxaca,11943,17.93,-96.17,Agrícola,8360100
San José del Peñasco,Oaxaca,1121,16.63,-96.3,Agrícola,784700
San José Estancia Grande,Oaxaca,1121,16.4,-98.22,Agrícola,784700
San José Independencia,Oaxaca,3993,18.2,-96.63,Agrícola,2795100
San José Lachiguiri,Oaxaca,4490,16.45,-96.48,Agrícola,3143000
San José Tenango,Oaxaca,19041,18.17,-96.7,Agrícola,13328700
San Juan Achiutla,Oaxaca,437,17.3,-97.57,Agrícola,305900
San Juan Atepec,Oaxaca,1455,17.43,-96.52,Agrícola,1018500
Ánimas Trujano,Oaxaca,4490,17,-96.7,Agrícola,3143000
San Juan Bautista Atatlahuca,Oaxaca,1455,16.45,-96.68,Agrícola,1018500
San Juan Bautista Coixtlahuaca,Oaxaca,2620,17.72,-97.32,Agrícola,1834000
San Juan Bautista Cuicatlán,Oaxaca,10305,17.8,-96.97,Mixta,8244000
San Juan Bautista Guelache,Oaxaca,4490,17.2,-96.78,Agrícola,3143000
San Juan Bautista Jayacatlán,Oaxaca,1455,17.22,-96.8,Agrícola,1018500
San Juan Bautista Lo de Soto,Oaxaca,2620,16.45,-98.3,Agrícola,1834000
San Juan Bautista Suchitepec,Oaxaca,437,17.77,-97.8,Agrícola,305900
San Juan Bautista Tlacoatzintepec,Oaxaca,2240,17.83,-96.4,Agrícola,1568000
San Juan Bautista Tlachichilco,Oaxaca,437,17.28,-98.2,Agrícola,305900
San Juan Bautista Tuxtepec,Oaxaca,159452,18.08,-96.12,Mixta,143506800
San Juan Cacahuatepec,Oaxaca,8229,16.43,-98.15,Agrícola,5760300
San Juan Cieneguilla,Oaxaca,437,17.65,-97.87,Agrícola,305900
San Juan Coatzóspam,Oaxaca,2240,17.9,-96.8,Agrícola,1568000
San Juan Colorado,Oaxaca,6268,16.48,-97.9,Agrícola,4387600
San Juan Comaltepec,Oaxaca,2620,17.48,-95.7,Agrícola,1834000
San Juan Cotzocón,Oaxaca,22403,17.2,-95.4,Agrícola,15682100
San Juan Chicomezúchil,Oaxaca,437,17.33,-96.5,Agrícola,305900
San Juan Chilateca,Oaxaca,1455,16.73,-96.67,Agrícola,1018500
San Juan del Estado,Oaxaca,2620,17.23,-96.83,Agrícola,1834000
San Juan del Río,Oaxaca,1121,16.77,-96.18,Agrícola,784700
San Juan Diuxi,Oaxaca,1121,17.32,-97.4,Agrícola,784700
San Juan Evangelista Analco,Oaxaca,437,17.4,-96.5,Agrícola,305900
San Juan Guelavía,Oaxaca,3363,16.92,-96.55,Agrícola,2354100
San Juan Guichicovi,Oaxaca,29849,16.97,-95.08,Agrícola,20894300
San Juan Ihualtepec,Oaxaca,437,17.33,-98.18,Agrícola,305900
San Juan Juquila Mixes,Oaxaca,4490,16.87,-95.9,Agrícola,3143000
San Juan Juquila Vijanos,Oaxaca,1455,17.38,-96.3,Agrícola,1018500
San Juan Lachao,Oaxaca,4490,16.18,-97.08,Agrícola,3143000
San Juan Lachigalla,Oaxaca,2240,16.63,-96.67,Agrícola,1568000
San Juan Lajarcia,Oaxaca,1121,16.45,-96,Agrícola,784700
San Juan Lalana,Oaxaca,12239,17.5,-95.8,Agrícola,8567300
San Juan de los Cués,Oaxaca,2240,17.98,-97.1,Agrícola,1568000
San Juan Mazatlán,Oaxaca,17215,17.28,-95.27,Agrícola,12050500
San Juan Mixtepec - Dto. 08,Oaxaca,17215,17.3,-97.83,Agrícola,12050500
San Juan Mixtepec - Dto. 26,Oaxaca,776,16.18,-97.3,Agrícola,543200
San Juan Ñumí,Oaxaca,6268,17.42,-97.77,Agrícola,4387600
San Juan Ozolotepec,Oaxaca,1455,16.17,-96.25,Agrícola,1018500
San Juan Petlapa,Oaxaca,2620,17.5,-95.9,Agrícola,1834000
San Juan Quiahije,Oaxaca,4490,16.23,-97.2,Agrícola,3143000
San Juan Quiotepec,Oaxaca,2620,17.6,-96.57,Agrícola,1834000
San Juan Sayultepec,Oaxaca,437,17.37,-97.33,Agrícola,305900
San Juan Tabaá,Oaxaca,1121,17.27,-96.1,Agrícola,784700
San Juan Tamazola,Oaxaca,1121,17.15,-97.12,Agrícola,784700
San Juan Teita,Oaxaca,437,17.07,-97.6,Agrícola,305900
San Juan Teitipac,Oaxaca,2620,16.9,-96.58,Agrícola,1834000
San Juan Tepeuxila,Oaxaca,2620,17.75,-96.8,Agrícola,1834000
San Juan Teposcolula,Oaxaca,1455,17.5,-97.48,Agrícola,1018500
San Juan Yaeé,Oaxaca,1455,17.3,-96.2,Agrícola,1018500
San Juan Yatzona,Oaxaca,437,17.3,-96.27,Agrícola,305900
San Juan Yucuita,Oaxaca,2240,17.47,-97.33,Agrícola,1568000
San Lorenzo,Oaxaca,2620,16.4,-97.38,Agrícola,1834000
San Lorenzo Albarradas,Oaxaca,3363,16.97,-96.33,Agrícola,2354100
San Lorenzo Cacaotepec,Oaxaca,17215,17.12,-96.8,Mixta,13772000
San Lorenzo Cuaunecuiltitla,Oaxaca,437,18.05,-96.8,Agrícola,305900
San Lorenzo Texmelúcan,Oaxaca,1121,16.48,-97.18,Agrícola,784700
San Lorenzo Victoria,Oaxaca,1121,17.28,-97.98,Agrícola,784700
San Lucas Camotlán,Oaxaca,3363,17,-95.72,Agrícola,2354100
San Lucas Ojitlán,Oaxaca,22403,17.98,-96.4,Agrícola,15682100
San Lucas Quiaviní,Oaxaca,1894,16.88,-96.5,Agrícola,1325800
San Lucas Zoquiápam,Oaxaca,1894,18.12,-96.9,Agrícola,1325800
San Luis Amatlán,Oaxaca,4490,16.4,-96.43,Agrícola,3143000
San Marcial Ozolotepec,Oaxaca,1455,16.2,-96.3,Agrícola,1018500
San Marcos Arteaga,Oaxaca,3363,17.72,-97.88,Agrícola,2354100
San Martín de los Cansecos,Oaxaca,1121,16.68,-96.72,Agrícola,784700
San Martín Huamelúlpam,Oaxaca,1121,17.33,-97.65,Agrícola,784700
San Martín Itunyoso,Oaxaca,1121,17.07,-97.8,Agrícola,784700
San Martín Lachilá,Oaxaca,1455,16.6,-96.7,Agrícola,1018500
San Martín Peras,Oaxaca,11213,17.22,-98.2,Agrícola,7849100
San Martín Tilcajete,Oaxaca,2240,16.85,-96.68,Agrícola,1568000
San Martín Toxpalan,Oaxaca,3363,18,-97.02,Agrícola,2354100
San Martín Zacatepec,Oaxaca,1455,17.1,-97.87,Agrícola,1018500
San Mateo Cajonos,Oaxaca,437,17.27,-96.2,Agrícola,305900
Capulálpam de Méndez,Oaxaca,1455,17.3,-96.45,Servicios,1309500
San Mateo del Mar,Oaxaca,15865,16.22,-95,Agrícola,11105500
San Mateo Etlatongo,Oaxaca,1121,17.43,-97.3,Agrícola,784700
San Mateo Nejápam,Oaxaca,1455,17.65,-98.3,Agrícola,1018500
San Mateo Peñasco,Oaxaca,1455,17.18,-97.55,Agrícola,1018500
San Mateo Piñas,Oaxaca,2240,15.93,-96.3,Agrícola,1568000
San Mateo Río Hondo,Oaxaca,3363,16.15,-96.5,Agrícola,2354100
San Mateo Sindihui,Oaxaca,437,17.05,-97.4,Agrícola,305900
San Mateo Tlapiltepec,Oaxaca,437,17.2,-97.42,Agrícola,305900
San Melchor Betaza,Oaxaca,858,17.32,-96.25,Agrícola,600600
San Miguel Achiutla,Oaxaca,858,17.32,-97.58,Agrícola,600600
San Miguel Ahuehuetitlán,Oaxaca,2240,17.88,-98.22,Agrícola,1568000
San Miguel Aloápam,Oaxaca,2620,17.43,-96.73,Agrícola,1834000
San Miguel Amatitlán,Oaxaca,4490,17.9,-98.05,Agrícola,3143000
San Miguel Amatlán,Oaxaca,1121,17.15,-96.43,Agrícola,784700
San Miguel Coatlán,Oaxaca,3363,16.27,-96.7,Agrícola,2354100
San Miguel Chicahua,Oaxaca,1121,17.28,-97.5,Agrícola,784700
San Miguel Chimalapa,Oaxaca,9231,16.67,-94.13,Agrícola,6461700
San Miguel del Puerto,Oaxaca,4490,15.97,-96.08,Agrícola,3143000
San Miguel del Río,Oaxaca,437,17.28,-96.9,Agrícola,305900
San Miguel Ejutla,Oaxaca,4490,16.53,-96.73,Agrícola,3143000
San Miguel el Grande,Oaxaca,4490,17.07,-97.62,Agrícola,3143000
San Miguel Huautla,Oaxaca,1121,17.72,-97.23,Agrícola,784700
San Miguel Mixtepec,Oaxaca,1121,16.8,-96.9,Agrícola,784700
San Miguel Panixtlahuaca,Oaxaca,6268,16.28,-97.33,Agrícola,4387600
San Miguel Peras,Oaxaca,4490,16.92,-96.97,Agrícola,3143000
San Miguel Piedras,Oaxaca,1121,17.2,-97.5,Agrícola,784700
San Miguel Quetzaltepec,Oaxaca,8229,16.92,-95.7,Agrícola,5760300
San Miguel Santa Flor,Oaxaca,1121,18,-96.8,Agrícola,784700
Villa Sola de Vega,Oaxaca,12822,16.5,-96.97,Agrícola,8975400
San Miguel Soyaltepec,Oaxaca,44908,18.18,-96.2,Agrícola,31435600
San Miguel Suchixtepec,Oaxaca,1455,16.08,-96.47,Agrícola,1018500
Villa Talea de Castro,Oaxaca,2620,17.37,-96.27,Agrícola,1834000
San Miguel Tecomatlán,Oaxaca,437,17.28,-97.4,Agrícola,305900
San Miguel Tenango,Oaxaca,1121,16.63,-95.53,Agrícola,784700
San Miguel Tequixtepec,Oaxaca,1455,17.78,-97.35,Agrícola,1018500
San Miguel Tilquiápam,Oaxaca,1455,16.8,-96.6,Agrícola,1018500
San Miguel Tlacamama,Oaxaca,1894,16.42,-98.05,Agrícola,1325800
San Miguel Tlacotepec,Oaxaca,3363,17.47,-97.9,Agrícola,2354100
San Miguel Tulancingo,Oaxaca,437,17.7,-97.57,Agrícola,305900
San Miguel Yotao,Oaxaca,437,17.47,-96.4,Agrícola,305900
San Nicolás,Oaxaca,1121,16.67,-96.78,Agrícola,784700
San Nicolás Hidalgo,Oaxaca,1121,17.18,-97.8,Agrícola,784700
San Pablo Coatlán,Oaxaca,4490,16.32,-96.8,Agrícola,3143000
San Pablo Cuatro Venados,Oaxaca,1455,16.98,-96.88,Agrícola,1018500
San Pablo Etla,Oaxaca,19041,17.13,-96.75,Mixta,15232800
San Pablo Huitzo,Oaxaca,5903,17.27,-96.88,Agrícola,4132100
San Pablo Huixtepec,Oaxaca,11213,16.85,-96.78,Agrícola,7849100
San Pablo Macuiltianguis,Oaxaca,1455,17.48,-96.53,Agrícola,1018500
San Pablo Tijaltepec,Oaxaca,1121,16.92,-97.47,Agrícola,784700
San Pablo Villa de Mitla,Oaxaca,14173,16.92,-96.4,Servicios,12755700
San Pablo Yaganiza,Oaxaca,1121,17.23,-96.2,Agrícola,784700
San Pedro Amuzgos,Oaxaca,6268,16.67,-98.1,Agrícola,4387600
San Pedro Apóstol,Oaxaca,1455,16.82,-96.67,Agrícola,1018500
San Pedro Atoyac,Oaxaca,4490,16.48,-98,Agrícola,3143000
Puebla,Puebla,1692181,19.0414,-98.2063,Servicios,2030617200
Acajete,Puebla,76839,19.1,-97.93,Mixta,61471200
Acateno,Puebla,11084,20.13,-97.2,Agrícola,7758800
Acatlán,Puebla,37031,18.2,-98.05,Mixta,29624800
Acatzingo,Puebla,65147,18.98,-97.78,Mixta,52117600
Acteopan,Puebla,3091,18.77,-98.7,Agrícola,2163700
Ahuacatlán,Puebla,15643,20,-97.85,Agrícola,10950100
Ahuatlán,Puebla,4130,18.57,-98.17,Agrícola,2891000
Ahuazotepec,Puebla,11213,20.03,-98.08,Agrícola,7849100
Ahuehuetitla,Puebla,2620,18.15,-98.15,Agrícola,1834000
Ajalpan,Puebla,74542,18.37,-97.25,Mixta,59633600
Albino Zertuche,Puebla,1894,18.3,-98.2,Agrícola,1325800
Aljojuca,Puebla,7188,19.38,-97.52,Agrícola,5031600
Altepexi,Puebla,22403,18.5,-97.28,Mixta,17922400
Amixtlán,Puebla,4820,20.05,-97.75,Agrícola,3374000
Amozoc,Puebla,125876,19.03,-98.05,Industrial,138463600
Aquixtla,Puebla,8395,19.8,-97.93,Agrícola,5876500
Atempan,Puebla,27129,19.8,-97.43,Mixta,21703200
Atexcal,Puebla,3791,18.42,-97.47,Agrícola,2653700
Atlixco,Puebla,141791,18.9,-98.43,Servicios,141791000
Atoyatempan,Puebla,6616,18.82,-97.92,Agrícola,4631200
Atzala,Puebla,1455,18.6,-98.53,Agrícola,1018500
Atzitzihuacán,Puebla,12822,18.88,-98.55,Agrícola,8975400
Atzitzintla,Puebla,9513,18.9,-97.35,Agrícola,6659100
Axutla,Puebla,1121,18.25,-98.42,Agrícola,784700
Ayotoxco de Guerrero,Puebla,13627,20.03,-97.4,Agrícola,9538900
Calpan,Puebla,15643,19.1,-98.47,Agrícola,10950100
Caltepec,Puebla,4923,18.2,-97.45,Agrícola,3446100
Camocuautla,Puebla,2620,20.1,-97.7,Agrícola,1834000
Caxhuacan,Puebla,4923,20.1,-97.58,Agrícola,3446100
Coatepec,Puebla,1121,19.95,-97.63,Agrícola,784700
Coatzingo,Puebla,3363,18.67,-98.15,Agrícola,2354100
Cohetzala,Puebla,1455,18.25,-98.8,Agrícola,1018500
Cohuecan,Puebla,5472,18.8,-98.7,Agrícola,3830400
Coronango,Puebla,46995,19.12,-98.27,Mixta,42295500
Coxcatlán,Puebla,21183,18.27,-97.15,Agrícola,14828100
Coyomeapan,Puebla,15167,18.43,-97.02,Agrícola,10616900
Coyotepec,Puebla,5472,18.32,-97.78,Agrícola,3830400
Cuapiaxtla de Madero,Puebla,9812,18.93,-97.8,Agrícola,6868400
Cuautempan,Puebla,11084,19.92,-97.77,Agrícola,7758800
Cuautinchán,Puebla,11084,18.93,-98.08,Agrícola,7758800
Cuautlancingo,Puebla,137435,19.08,-98.25,Industrial,151178500
Cuayuca de Andrade,Puebla,3363,18.38,-98.2,Agrícola,2354100
Cuetzalan del Progreso,Puebla,49957,20.02,-97.52,Servicios,44961300
Cuyoaco,Puebla,16578,19.63,-97.63,Agrícola,11604600
Chalchicomula de Sesma,Puebla,46798,19,-97.43,Mixta,37438400
Chapulco,Puebla,8229,18.67,-97.4,Agrícola,5760300
Chiautla,Puebla,21869,18.3,-98.6,Mixta,17495200
Chiautzingo,Puebla,22687,19.2,-98.47,Agrícola,15880900
Chiconcuautla,Puebla,17424,20.08,-97.95,Agrícola,12196800
Chichiquila,Puebla,26744,19.23,-97.08,Agrícola,18720800
Chietla,Puebla,35905,18.52,-98.6,Agrícola,25133500
Chigmecatitlán,Puebla,1455,18.65,-98.05,Agrícola,1018500
Chignahuapan,Puebla,66435,19.83,-98.03,Servicios,59791500
Chignautla,Puebla,35905,19.82,-97.38,Mixta,28724000
Chila,Puebla,4820,18.1,-98,Agrícola,3374000
Chila de la Sal,Puebla,1455,18.15,-98.53,Agrícola,1018500
Honey,Puebla,4490,20.27,-98.22,Agrícola,3143000
Chilchotla,Puebla,21183,19.27,-97.18,Agrícola,14828100
Chinantla,Puebla,2620,18.27,-98.22,Agrícola,1834000
Domingo Arenas,Puebla,7789,19.12,-98.4,Agrícola,5452300
Eloxochitlán,Puebla,13880,18.5,-96.88,Agrícola,9716000
Epatlán,Puebla,4490,18.63,-98.37,Agrícola,3143000
Esperanza,Puebla,14731,18.85,-97.38,Agrícola,10311700
Francisco Z. Mena,Puebla,17502,20.8,-97.8,Agrícola,12251400
General Felipe Ángeles,Puebla,21183,18.98,-97.63,Agrícola,14828100
Guadalupe,Puebla,670,18.23,-98.27,Agrícola,469000
Guadalupe Victoria,Puebla,18129,19.3,-97.35,Agrícola,12690300
Hermenegildo Galeana,Puebla,8229,20.12,-97.72,Agrícola,5760300
Huaquechula,Puebla,29849,18.77,-98.5,Agrícola,20894300
Huatlatlauca,Puebla,6520,18.58,-98.03,Agrícola,4564000
Huauchinango,Puebla,103977,20.18,-98.05,Mixta,83181600
Huehuetla,Puebla,18788,20.12,-97.62,Agrícola,13151600
Huehuetlán el Chico,Puebla,8900,18.4,-98.7,Agrícola,6230000
Huejotzingo,Puebla,90794,19.15,-98.4,Mixta,72635200
Hueyapan,Puebla,12822,19.9,-97.38,Agrícola,8975400
Hueytamalco,Puebla,31267,19.95,-97.28,Agrícola,21886900
Hueytlalpan,Puebla,5903,20.07,-97.63,Agrícola,4132100
Huitzilan de Serdán,Puebla,15424,20,-97.67,Agrícola,10796800
Huitziltepec,Puebla,5903,18.8,-97.83,Agrícola,4132100
Atlequizayan,Puebla,3363,20.1,-97.5,Agrícola,2354100
Ixcamilpa de Guerrero,Puebla,3791,18.1,-98.68,Agrícola,2653700
Ixcaquixtla,Puebla,8395,18.45,-97.8,Agrícola,5876500
Ixtacamaxtitlán,Puebla,28145,19.6,-97.87,Agrícola,19701500
Ixtepec,Puebla,680,19.98,-97.65,Agrícola,476000
Izúcar de Matamoros,Puebla,72799,18.6,-98.47,Mixta,58239200
Jalpan,Puebla,13410,20.4,-97.87,Agrícola,9387000
Jolalpan,Puebla,13240,18.3,-98.85,Agrícola,9268000
Jonotla,Puebla,4820,20.08,-97.48,Agrícola,3374000
Jopala,Puebla,13627,20.18,-97.7,Agrícola,9538900
Juan C. Bonilla,Puebla,21382,19.12,-98.3,Mixta,17105600
Juan Galindo,Puebla,10067,20.22,-97.97,Mixta,8053600
Juan N. Méndez,Puebla,5215,18.57,-97.7,Agrícola,3650500
Lafragua,Puebla,11943,19.3,-97.28,Agrícola,8360100
Libres,Puebla,34653,19.47,-97.68,Mixta,27722400
La Magdalena Tlatlauquitepec,Puebla,858,18.72,-97.97,Agrícola,600600
Mazapiltepec de Juárez,Puebla,2992,19.18,-97.77,Agrícola,2094400
Mixtla,Puebla,1455,19.6,-97.87,Agrícola,1018500
Molcaxac,Puebla,6804,18.73,-97.9,Agrícola,4762800
Cañada Morelos,Puebla,21183,18.73,-97.43,Agrícola,14828100
Naupan,Puebla,10305,20.22,-98.15,Agrícola,7213500
Nauzontla,Puebla,12822,19.95,-97.48,Agrícola,8975400
Nealtican,Puebla,12822,19.05,-98.45,Agrícola,8975400
Nicolás Bravo,Puebla,6520,18.6,-97.35,Agrícola,4564000
Nopalucan,Puebla,32009,19.22,-97.85,Mixta,25607200
Ocotepec,Puebla,5215,19.53,-97.68,Agrícola,3650500
Ocoyucan,Puebla,40971,18.95,-98.3,Mixta,32776800
Olintla,Puebla,12239,20.18,-97.68,Agrícola,8567300
Oriental,Puebla,19992,19.38,-97.62,Mixta,15993600
Pahuatlán,Puebla,20620,20.28,-98.15,Agrícola,14434000
Palmar de Bravo,Puebla,51100,18.83,-97.53,Agrícola,35770000
Pantepec,Puebla,19176,20.62,-97.8,Agrícola,13423200
Petlalcingo,Puebla,9513,18.08,-97.93,Agrícola,6659100
Piaxtla,Puebla,4923,18.23,-98.25,Agrícola,3446100
Quecholac,Puebla,51100,18.92,-97.67,Agrícola,35770000
Quimixtlán,Puebla,22403,19.23,-97.1,Agrícola,15682100
Rafael Lara Grajales,Puebla,14631,19.33,-97.73,Mixta,11704800
Los Reyes de Juárez,Puebla,27318,18.95,-97.82,Agrícola,19122600
San Andrés Cholula,Puebla,154448,19.03,-98.3,Servicios,169892800
San Antonio Cañada,Puebla,5353,18.32,-97.2,Agrícola,3747100
San Diego la Mesa Tochimiltzingo,Puebla,1203,18.7,-98.33,Agrícola,842100
San Felipe Teotlalcingo,Puebla,10866,19.2,-98.5,Agrícola,7606200
San Felipe Tepatlán,Puebla,3993,20.15,-97.8,Agrícola,2795100
San Gabriel Chilac,Puebla,16117,18.4,-97.3,Agrícola,11281900
San Gregorio Atzompa,Puebla,9513,19.03,-98.33,Agrícola,6659100
San Jerónimo Tecuanipan,Puebla,6804,19.05,-98.37,Agrícola,4762800
San Jerónimo Xayacatlán,Puebla,3791,18.2,-97.92,Agrícola,2653700
San José Chiapa,Puebla,8900,19.25,-97.77,Industrial,9790000
San José Miahuatlán,Puebla,14392,18.43,-97.28,Agrícola,10074400
San Juan Atenco,Puebla,3791,18.98,-97.5,Agrícola,2653700
San Juan Atzompa,Puebla,437,18.68,-98.02,Agrícola,305900
San Martín Texmelucan,Puebla,155738,19.28,-98.43,Mixta,139999900
San Martín Totoltepec,Puebla,858,18.67,-98.25,Agrícola,600600
San Matías Tlalancaleca,Puebla,21183,19.32,-98.5,Mixta,16946400
San Miguel Ixitlán,Puebla,594,18.05,-97.9,Agrícola,415800
San Miguel Xoxtla,Puebla,12423,19.17,-98.3,Mixta,9938400
San Nicolás Buenos Aires,Puebla,10657,19.25,-97.53,Agrícola,7459900
San Nicolás de los Ranchos,Puebla,12239,19.07,-98.48,Agrícola,8567300
San Pablo Anicano,Puebla,3363,18.25,-98.15,Agrícola,2354100
San Pedro Cholula,Puebla,138433,19.07,-98.3,Servicios,138433000
San Pedro Yeloixtlahuaca,Puebla,3363,18.05,-98.05,Agrícola,2354100
San Salvador el Seco,Puebla,30548,19.15,-97.63,Mixta,24438400
San Salvador el Verde,Puebla,34653,19.27,-98.52,Agrícola,24257100
San Salvador Huixcolotla,Puebla,14925,18.93,-97.77,Agrícola,10447500
San Sebastián Tlacotepec,Puebla,13627,18.4,-96.83,Agrícola,9538900
Santa Catarina Tlaltempan,Puebla,858,18.5,-97.9,Agrícola,600600
Santa Inés Ahuatempan,Puebla,6268,18.37,-98.03,Agrícola,4387600
Santa Isabel Cholula,Puebla,9513,18.97,-98.37,Agrícola,6659100
Santiago Miahuatlán,Puebla,14041,18.55,-97.43,Agrícola,9828700
Huehuetlán el Grande,Puebla,7188,18.77,-98.12,Agrícola,5031600
Santo Tomás Hueyotlipan,Puebla,8900,18.88,-97.9,Agrícola,6230000
Soltepec,Puebla,12822,19.22,-97.7,Agrícola,8975400
Tecali de Herrera,Puebla,24089,18.9,-97.97,Mixta,19271200
Tecamachalco,Puebla,80370,18.88,-97.73,Mixta,64296000
Tecomatlán,Puebla,5472,18.15,-98.35,Agrícola,3830400
Tehuacán,Puebla,327312,18.47,-97.38,Mixta,327312000
Tehuitzingo,Puebla,12028,18.32,-98.3,Agrícola,8419600
Tenampulco,Puebla,16578,20.18,-97.35,Agrícola,11604600
Teopantlán,Puebla,4301,18.63,-98.25,Agrícola,3010700
Teotlalco,Puebla,3363,18.37,-98.77,Agrícola,2354100
Tepanco de López,Puebla,22403,18.6,-97.55,Agrícola,15682100
Tepango de Rodríguez,Puebla,4130,19.95,-97.78,Agrícola,2891000
Tepatlaxco de Hidalgo,Puebla,19205,19.03,-97.93,Agrícola,13443500
Tepeaca,Puebla,84534,18.97,-97.9,Mixta,67627200
Tepemaxalco,Puebla,2240,18.68,-98.27,Agrícola,1568000
Tepeojuma,Puebla,9513,18.72,-98.42,Agrícola,6659100
Tepetzintla,Puebla,11943,19.98,-97.83,Agrícola,8360100
Tepexco,Puebla,6520,18.6,-98.63,Agrícola,4564000
Tepexi de Rodríguez,Puebla,22687,18.48,-97.93,Mixta,18149600
Tepeyahualco,Puebla,18342,19.5,-97.48,Agrícola,12839400
Tepeyahualco de Cuauhtémoc,Puebla,4130,18.78,-97.85,Agrícola,2891000
Tetela de Ocampo,Puebla,26343,19.82,-97.8,Mixta,21074400
Teteles de Avila Castillo,Puebla,22403,19.85,-97.43,Mixta,17922400
Teziutlán,Puebla,103583,19.82,-97.35,Mixta,82866400
Tianguismanalco,Puebla,11084,19,-98.43,Agrícola,7758800
Tilapa,Puebla,9097,18.6,-98.57,Agrícola,6367900
Tlacotepec de Benito Juárez,Puebla,54593,18.65,-97.67,Agrícola,38215100
Tlacuilotepec,Puebla,16335,20.37,-98,Agrícola,11434500
Tlachichuca,Puebla,30548,19.17,-97.4,Agrícola,21383600
Tlahuapan,Puebla,45031,19.35,-98.58,Agrícola,31521700
Tlaltenango,Puebla,7683,19.15,-98.38,Agrícola,5378100
Tlanepantla,Puebla,5472,18.82,-98.17,Agrícola,3830400
Tlaola,Puebla,20171,20.2,-97.92,Agrícola,14119700
Tlapacoya,Puebla,6916,20.15,-98.2,Agrícola,4841200
Tlapanalá,Puebla,9513,18.73,-98.52,Agrícola,6659100
Tlatlauquitepec,Puebla,54415,19.85,-97.48,Mixta,43532000
Tlaxco,Puebla,15643,20.13,-98.05,Agrícola,10950100
Tochimilco,Puebla,19315,18.88,-98.57,Agrícola,13520500
Tochtepec,Puebla,22687,18.87,-97.8,Agrícola,15880900
Totoltepec de Guerrero,Puebla,1121,18.23,-98.02,Agrícola,784700
Tulcingo,Puebla,9812,18.1,-98.43,Agrícola,6868400
Tuzamapan de Galeana,Puebla,6268,20.1,-97.53,Agrícola,4387600
Tzicatlacoyan,Puebla,6804,18.87,-98.1,Agrícola,4762800
Venustiano Carranza,Puebla,64618,20.5,-97.7,Mixta,51694400
Vicente Guerrero,Puebla,27129,18.52,-97.18,Agrícola,18990300
Xayacatlán de Bravo,Puebla,1455,18.3,-97.9,Agrícola,1018500
